date,open,high,low,close,volume,amount,pct_change,change_amount,amplitude
2026-01-26,6377.55,6391.2788,6294.6755,6314.8216,188212557715.0,3225735898.078,,,1.5346827648224242
2026-01-27,6296.9957,6348.0137,6227.8998,6323.7761,163757262228.0,2869733681.817,0.14180131391201556,8.954499999999825,1.9286421403247413
2026-01-28,6338.215,6355.9821,6301.9359,6331.4853,167858969250.0,2938143986.995,0.12190817445292268,7.709200000000237,0.8576126583578827
2026-01-29,6330.5964,6352.7736,6300.7769,6319.7731,187271135513.0,3200788987.037,-0.18498345088158175,-11.712199999999939,0.8252426776133052
2026-01-30,6272.9186,6302.4795,6153.3597,6259.1819,167848228676.0,2805772801.11,-0.9587559401460277,-60.591200000000754,2.423388315817136
2026-02-02,6205.8428,6244.2331,6086.5295,6088.2773,151625793127.0,2557556890.573,-2.730462266961753,-170.90459999999985,2.591026626914414
2026-02-03,6149.2491,6218.2546,6093.5857,6217.1276,139512189586.0,2513434908.061,2.116367137219588,128.85030000000006,2.0459037771471826
2026-02-04,6202.4527,6250.0809,6174.0834,6245.4352,146547264002.0,2459290850.29,0.45531637471940556,28.307600000000093,1.2309114580473515
2026-02-05,6190.5594,6214.7315,6143.4403,6176.1306,129791752478.0,2152491252.633,-1.1096840777404804,-69.30459999999948,1.1604442546629723
2026-02-06,6115.0761,6218.0938,6092.7024,6161.613,126338558686.99998,2124059927.039,-0.23505979617723938,-14.51760000000013,2.058058834450859
2026-02-09,6241.4374,6279.7645,6225.504,6279.1368,127845946661.99998,2230339157.85,1.9073544541015508,117.52379999999994,0.8715840516687535
2026-02-10,6282.4,6296.5738,6259.5293,6283.2595,123165900670.0,2078908681.142,0.0656571138886397,4.122699999999895,0.5918096748904103
2026-02-11,6273.7419,6298.35,6272.2065,6272.7164,115495056588.00002,1959347522.87,-0.1677966666823183,-10.543099999999868,0.4168150394920851
2026-02-12,6281.0206,6309.4895,6267.1646,6299.8953,120160982627.0,2117231856.603,0.43328756262597246,27.178899999999885,0.6753436793410471
2026-02-13,6267.773,6297.8884,6223.8717,6227.5438,111786073341.00002,1961641189.74,-1.1484555941747132,-72.35149999999976,1.1892388462956287
2026-02-24,6309.5612,6323.1606,6263.6509,6295.2798,125743780742.0,2178025933.586,1.0876840400544374,67.73599999999988,0.9500800882756816
2026-02-25,6306.2125,6377.6724,6303.4439,6360.5436,149352025993.0,2434384082.997,1.0367100760160008,65.26379999999972,1.1775864301735146
2026-02-26,6370.0455,6381.9802,6339.7566,6373.7088,141753877806.0,2508934896.69,0.20698230887059577,13.165200000000368,0.6660129507180176
2026-02-27,6334.803,6400.4054,6333.8316,6398.4583,143605615440.0,2458787824.144,0.3883060989545051,24.749499999999898,1.051082570619642
2026-03-02,6340.9288,6395.3491,6304.9584,6375.691,176714624055.0,2988901871.775,-0.35582477735300877,-22.767300000000432,1.4336446692495215
2026-03-03,6385.5392,6392.588,6180.7231,6188.0944,186385604501.0,3100307177.898,-2.942372834568052,-187.59659999999985,3.427833549119837
2026-03-04,6114.2031,6211.8837,6111.1232,6143.1882,148416628956.0,2344890009.572,-0.725687054806412,-44.906200000000354,1.6488049201822723
2026-03-05,6229.5632,6245.0286,6178.0126,6208.8106,142768036662.0,2365130872.05,1.0682140586218747,65.6224000000002,1.0847501346954136
2026-03-06,6176.0893,6261.7252,6174.6024,6252.3769,135129254020.0,2174380931.651,0.7016851182414907,43.56630000000041,1.4109863980877555
2026-03-09,6165.2045,6215.6162,6075.0947,6199.4259,160808944692.0,2619883004.47,-0.8468939228535644,-52.95100000000002,2.3130750537930007
2026-03-10,6244.8802,6297.4623,6244.8802,6296.2039,138852219026.0,2369903404.402,1.5610800348464515,96.77800000000025,0.8420033421938269
2026-03-11,6303.9469,6329.1826,6292.768,6313.0247,145518907800.0,2478243274.0,0.26715780281512114,16.820799999999508,0.5786738045960071
2026-03-12,6307.7194,6318.7325,6234.783,6279.6757,152941930002.0,2410625365.349,-0.5282570809520215,-33.34900000000016,1.3464702781155289
2026-03-13,6252.9406,6296.54,6206.8052,6220.6551,154123110820.0,2369663324.676,-0.9398670061895098,-59.02059999999983,1.4457486115401235
2026-03-16,6217.6077,6223.5112,6139.7191,6217.0675,146189783964.0,2296546777.25,-0.05767238244730466,-3.5875999999998385,1.3647546188228654
2026-03-17,6230.6783,6247.3181,6120.1698,6120.1736,140391797279.0,2172271421.492,-1.5585145247337229,-96.89390000000003,2.0775289600625255
2026-03-18,6137.9591,6174.0189,6081.4279,6169.4205,126415707105.0,2008726055.99,0.8046650833564595,49.246900000000096,1.5225207224770412
2026-03-19,6097.0645,6113.6925,6018.3213,6039.1833,132164576020.0,2080305920.783,-2.1110118851519477,-130.23720000000048,1.5846810970361538
2026-03-20,6064.6227,6089.1452,5963.4726,5965.8893,137073433996.0,2253738645.837,-1.213640923930892,-73.29399999999987,2.107372808252693
2026-03-23,5863.8839,5905.9172,5692.4722,5723.4126,162282582786.0,2397339386.553,-4.06438483530025,-242.47670000000016,3.7496010959877797
2026-03-24,5802.4662,5843.7257,5696.4141,5843.7257,138013151310.0,2049422012.151,2.1021217306611772,120.3131000000003,2.5860409270456652
2026-03-25,5883.9181,5956.6067,5883.9181,5948.5987,138242851208.0,2144649288.151,1.7946256443898356,104.87299999999959,1.235377494462413
2026-03-26,5936.3077,5959.1447,5846.9247,5861.8928,125854868568.0,1913999570.249,-1.4575852965169722,-86.70589999999993,1.9192995593050866
2026-03-27,5790.5935,5946.7665,5789.5333,5922.2081,116219982281.0,1825325513.194,1.028938980255667,60.31530000000021,2.7158182162973254
2026-03-30,5863.1185,5927.8554,5837.1453,5925.2135,122168611099.0,1886988318.008,0.05074796341586474,3.0054000000000087,1.5540147681436034
2026-03-31,5918.2888,5958.2514,5842.342,5842.342,123826486679.0,1957289873.827,-1.3986247077847902,-82.8715000000002,1.983954379938738
2026-04-01,5941.5763,5957.2126,5903.4693,5946.5803,118914920359.99998,1977335950.909,1.7841868894357793,104.23829999999998,0.9103680779706959
2026-04-02,5928.5152,5940.3428,5830.8506,5860.4412,115509672630.0,1816481199.27,-1.448548504423619,-86.13909999999942,1.877808359555647
